medal_id,medal_type,discipline_code,event,medal_date
1341,Bronze Medal,CTR,Men's Team Pursuit,2021-08-04
1342,Gold Medal,EQU,Jumping Individual,2021-08-04
1343,Silver Medal,EQU,Jumping Individual,2021-08-04
1344,Bronze Medal,EQU,Jumping Individual,2021-08-04
1345,Gold Medal,OWS,Women's 10km,2021-08-04
1346,Silver Medal,OWS,Women's 10km,2021-08-04
1347,Bronze Medal,OWS,Women's 10km,2021-08-04
1348,Gold Medal,SAL,Men's Two Person Dinghy - 470,2021-08-04
1349,Gold Medal,SAL,Men's Two Person Dinghy - 470,2021-08-04
1350,Silver Medal,SAL,Men's Two Person Dinghy - 470,2021-08-04
1351,Silver Medal,SAL,Men's Two Person Dinghy - 470,2021-08-04
1352,Bronze Medal,SAL,Men's Two Person Dinghy - 470,2021-08-04
1353,Bronze Medal,SAL,Men's Two Person Dinghy - 470,2021-08-04
1354,Gold Medal,SAL,Women's Two Person Dinghy - 470,2021-08-04
1355,Gold Medal,SAL,Women's Two Person Dinghy - 470,2021-08-04
1356,Silver Medal,SAL,Women's Two Person Dinghy - 470,2021-08-04
1357,Silver Medal,SAL,Women's Two Person Dinghy - 470,2021-08-04
1358,Bronze Medal,SAL,Women's Two Person Dinghy - 470,2021-08-04
1359,Bronze Medal,SAL,Women's Two Person Dinghy - 470,2021-08-04
1360,Gold Medal,SKB,Women's Park,2021-08-04
1361,Silver Medal,SKB,Women's Park,2021-08-04
1362,Bronze Medal,SKB,Women's Park,2021-08-04
1363,Gold Medal,WLF,Men's +109kg,2021-08-04
1364,Silver Medal,WLF,Men's +109kg,2021-08-04
1365,Bronze Medal,WLF,Men's +109kg,2021-08-04
1366,Gold Medal,WRE,Men's Greco-Roman 67kg,2021-08-04
1367,Silver Medal,WRE,Men's Greco-Roman 67kg,2021-08-04
1368,Bronze Medal,WRE,Men's Greco-Roman 67kg,2021-08-04
1369,Bronze Medal,WRE,Men's Greco-Roman 67kg,2021-08-04
1370,Gold Medal,WRE,Men's Greco-Roman 87kg,2021-08-04
1371,Silver Medal,WRE,Men's Greco-Roman 87kg,2021-08-04
1372,Bronze Medal,WRE,Men's Greco-Roman 87kg,2021-08-04
1373,Bronze Medal,WRE,Men's Greco-Roman 87kg,2021-08-04
1374,Gold Medal,WRE,Women's Freestyle 62kg,2021-08-04
1375,Silver Medal,WRE,Women's Freestyle 62kg,2021-08-04
1376,Bronze Medal,WRE,Women's Freestyle 62kg,2021-08-04
1377,Bronze Medal,WRE,Women's Freestyle 62kg,2021-08-04
1378,Gold Medal,ATH,Men's 110m Hurdles,2021-08-05
1379,Silver Medal,ATH,Men's 110m Hurdles,2021-08-05
1380,Bronze Medal,ATH,Men's 110m Hurdles,2021-08-05
1381,Gold Medal,ATH,Men's 20km Race Walk,2021-08-05
1382,Silver Medal,ATH,Men's 20km Race Walk,2021-08-05
1383,Bronze Medal,ATH,Men's 20km Race Walk,2021-08-05
1384,Gold Medal,ATH,Men's 400m,2021-08-05
1385,Silver Medal,ATH,Men's 400m,2021-08-05
1386,Bronze Medal,ATH,Men's 400m,2021-08-05
1387,Gold Medal,ATH,Men's Shot Put,2021-08-05
1388,Silver Medal,ATH,Men's Shot Put,2021-08-05
1389,Bronze Medal,ATH,Men's Shot Put,2021-08-05
1390,Gold Medal,ATH,Men's Triple Jump,2021-08-05
1391,Silver Medal,ATH,Men's Triple Jump,2021-08-05
1392,Bronze Medal,ATH,Men's Triple Jump,2021-08-05
1393,Gold Medal,ATH,Women's Pole Vault,2021-08-05
1394,Silver Medal,ATH,Women's Pole Vault,2021-08-05
1395,Bronze Medal,ATH,Women's Pole Vault,2021-08-05
1396,Gold Medal,BOX,Men's Feather (52-57kg),2021-08-05
1397,Silver Medal,BOX,Men's Feather (52-57kg),2021-08-05
1398,Bronze Medal,BOX,Men's Fly (48-52kg),2021-08-05
1399,Bronze Medal,BOX,Men's Fly (48-52kg),2021-08-05
1400,Bronze Medal,BOX,Men's Middle (69-75kg),2021-08-05
1401,Bronze Medal,BOX,Men's Middle (69-75kg),2021-08-05
1402,Bronze Medal,BOX,Women's Light (57-60kg),2021-08-05
1403,Bronze Medal,BOX,Women's Light (57-60kg),2021-08-05
1404,Gold Medal,CSP,Men's Kayak Double 1000m,2021-08-05
1405,Gold Medal,CSP,Men's Kayak Double 1000m,2021-08-05
1406,Silver Medal,CSP,Men's Kayak Double 1000m,2021-08-05
1407,Silver Medal,CSP,Men's Kayak Double 1000m,2021-08-05
1408,Bronze Medal,CSP,Men's Kayak Double 1000m,2021-08-05
1409,Bronze Medal,CSP,Men's Kayak Double 1000m,2021-08-05
1410,Gold Medal,CSP,Men's Kayak Single 200m,2021-08-05
1411,Silver Medal,CSP,Men's Kayak Single 200m,2021-08-05
1412,Bronze Medal,CSP,Men's Kayak Single 200m,2021-08-05
1413,Gold Medal,CSP,Women's Canoe Single 200m,2021-08-05
1414,Silver Medal,CSP,Women's Canoe Single 200m,2021-08-05
1415,Bronze Medal,CSP,Women's Canoe Single 200m,2021-08-05
1416,Gold Medal,CSP,Women's Kayak Single 500m,2021-08-05
1417,Silver Medal,CSP,Women's Kayak Single 500m,2021-08-05
1418,Bronze Medal,CSP,Women's Kayak Single 500m,2021-08-05
1419,Gold Medal,CTR,Men's Omnium,2021-08-05
1420,Silver Medal,CTR,Men's Omnium,2021-08-05
1421,Bronze Medal,CTR,Men's Omnium,2021-08-05
1422,Gold Medal,CTR,Women's Keirin,2021-08-05
1423,Silver Medal,CTR,Women's Keirin,2021-08-05
1424,Bronze Medal,CTR,Women's Keirin,2021-08-05
1425,Gold Medal,DIV,Women's 10m Platform,2021-08-05
1426,Silver Medal,DIV,Women's 10m Platform,2021-08-05
1427,Bronze Medal,DIV,Women's 10m Platform,2021-08-05
1428,Gold Medal,HOC,Men,2021-08-05
1429,Gold Medal,HOC,Men,2021-08-05
1430,Gold Medal,HOC,Men,2021-08-05
1431,Gold Medal,HOC,Men,2021-08-05
1432,Gold Medal,HOC,Men,2021-08-05
1433,Gold Medal,HOC,Men,2021-08-05
1434,Gold Medal,HOC,Men,2021-08-05
1435,Gold Medal,HOC,Men,2021-08-05
1436,Gold Medal,HOC,Men,2021-08-05
1437,Gold Medal,HOC,Men,2021-08-05
1438,Gold Medal,HOC,Men,2021-08-05
1439,Gold Medal,HOC,Men,2021-08-05
1440,Gold Medal,HOC,Men,2021-08-05
1441,Gold Medal,HOC,Men,2021-08-05
1442,Gold Medal,HOC,Men,2021-08-05
1443,Gold Medal,HOC,Men,2021-08-05
1444,Gold Medal,HOC,Men,2021-08-05
1445,Gold Medal,HOC,Men,2021-08-05
1446,Silver Medal,HOC,Men,2021-08-05
1447,Silver Medal,HOC,Men,2021-08-05
1448,Silver Medal,HOC,Men,2021-08-05
1449,Silver Medal,HOC,Men,2021-08-05
1450,Silver Medal,HOC,Men,2021-08-05
1451,Silver Medal,HOC,Men,2021-08-05
1452,Silver Medal,HOC,Men,2021-08-05
1453,Silver Medal,HOC,Men,2021-08-05
1454,Silver Medal,HOC,Men,2021-08-05
1455,Silver Medal,HOC,Men,2021-08-05
1456,Silver Medal,HOC,Men,2021-08-05
1457,Silver Medal,HOC,Men,2021-08-05
1458,Silver Medal,HOC,Men,2021-08-05
1459,Silver Medal,HOC,Men,2021-08-05
1460,Silver Medal,HOC,Men,2021-08-05
1461,Silver Medal,HOC,Men,2021-08-05
1462,Silver Medal,HOC,Men,2021-08-05
1463,Silver Medal,HOC,Men,2021-08-05
1464,Bronze Medal,HOC,Men,2021-08-05
1465,Bronze Medal,HOC,Men,2021-08-05
1466,Bronze Medal,HOC,Men,2021-08-05
1467,Bronze Medal,HOC,Men,2021-08-05
1468,Bronze Medal,HOC,Men,2021-08-05
1469,Bronze Medal,HOC,Men,2021-08-05
1470,Bronze Medal,HOC,Men,2021-08-05
1471,Bronze Medal,HOC,Men,2021-08-05
1472,Bronze Medal,HOC,Men,2021-08-05
1473,Bronze Medal,HOC,Men,2021-08-05
1474,Bronze Medal,HOC,Men,2021-08-05
1475,Bronze Medal,HOC,Men,2021-08-05
1476,Bronze Medal,HOC,Men,2021-08-05
1477,Bronze Medal,HOC,Men,2021-08-05
1478,Bronze Medal,HOC,Men,2021-08-05
1479,Bronze Medal,HOC,Men,2021-08-05
1480,Bronze Medal,HOC,Men,2021-08-05
1481,Bronze Medal,HOC,Men,2021-08-05
1482,Gold Medal,KTE,Men's Kumite -67kg,2021-08-05
1483,Silver Medal,KTE,Men's Kumite -67kg,2021-08-05
1484,Bronze Medal,KTE,Men's Kumite -67kg,2021-08-05
1485,Bronze Medal,KTE,Men's Kumite -67kg,2021-08-05
1486,Gold Medal,KTE,Women's Kata,2021-08-05
1487,Silver Medal,KTE,Women's Kata,2021-08-05
1488,Bronze Medal,KTE,Women's Kata,2021-08-05
1489,Bronze Medal,KTE,Women's Kata,2021-08-05
1490,Gold Medal,KTE,Women's Kumite -55kg,2021-08-05
1491,Silver Medal,KTE,Women's Kumite -55kg,2021-08-05
1492,Bronze Medal,KTE,Women's Kumite -55kg,2021-08-05
1493,Bronze Medal,KTE,Women's Kumite -55kg,2021-08-05
1494,Gold Medal,OWS,Men's 10km,2021-08-05
1495,Silver Medal,OWS,Men's 10km,2021-08-05
1496,Bronze Medal,OWS,Men's 10km,2021-08-05
1497,Gold Medal,SKB,Men's Park,2021-08-05
1498,Silver Medal,SKB,Men's Park,2021-08-05
1499,Bronze Medal,SKB,Men's Park,2021-08-05
1500,Gold Medal,CLB,Men's Combined,2021-08-05
1501,Silver Medal,CLB,Men's Combined,2021-08-05
1502,Bronze Medal,CLB,Men's Combined,2021-08-05
1503,Gold Medal,TTE,Women's Team,2021-08-05
1504,Gold Medal,TTE,Women's Team,2021-08-05
1505,Gold Medal,TTE,Women's Team,2021-08-05
1506,Silver Medal,TTE,Women's Team,2021-08-05
1507,Silver Medal,TTE,Women's Team,2021-08-05
1508,Silver Medal,TTE,Women's Team,2021-08-05
1509,Bronze Medal,TTE,Women's Team,2021-08-05
1510,Bronze Medal,TTE,Women's Team,2021-08-05
1511,Bronze Medal,TTE,Women's Team,2021-08-05
1512,Gold Medal,WRE,Men's Freestyle 57kg,2021-08-05
1513,Silver Medal,WRE,Men's Freestyle 57kg,2021-08-05
1514,Bronze Medal,WRE,Men's Freestyle 57kg,2021-08-05
1515,Bronze Medal,WRE,Men's Freestyle 57kg,2021-08-05
1516,Gold Medal,WRE,Men's Freestyle 86kg,2021-08-05
1517,Silver Medal,WRE,Men's Freestyle 86kg,2021-08-05
1518,Bronze Medal,WRE,Men's Freestyle 86kg,2021-08-05
1519,Bronze Medal,WRE,Men's Freestyle 86kg,2021-08-05
1520,Gold Medal,WRE,Women's Freestyle 57kg,2021-08-05
1521,Silver Medal,WRE,Women's Freestyle 57kg,2021-08-05
1522,Bronze Medal,WRE,Women's Freestyle 57kg,2021-08-05
1523,Bronze Medal,WRE,Women's Freestyle 57kg,2021-08-05
1524,Gold Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1525,Gold Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1526,Gold Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1527,Gold Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1528,Silver Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1529,Silver Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1530,Silver Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1531,Silver Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1532,Bronze Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1533,Bronze Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1534,Bronze Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1535,Bronze Medal,ATH,Men's 4 x 100m Relay,2021-08-06
1536,Gold Medal,ATH,Men's 5000m,2021-08-06
1537,Silver Medal,ATH,Men's 5000m,2021-08-06
1538,Bronze Medal,ATH,Men's 5000m,2021-08-06
1539,Gold Medal,ATH,Men's 50km Race Walk,2021-08-06
1540,Silver Medal,ATH,Men's 50km Race Walk,2021-08-06
1541,Bronze Medal,ATH,Men's 50km Race Walk,2021-08-06
1542,Gold Medal,ATH,Women's 1500m,2021-08-06
1543,Silver Medal,ATH,Women's 1500m,2021-08-06
1544,Bronze Medal,ATH,Women's 1500m,2021-08-06
1545,Gold Medal,ATH,Women's 20km Race Walk,2021-08-06
1546,Silver Medal,ATH,Women's 20km Race Walk,2021-08-06
1547,Bronze Medal,ATH,Women's 20km Race Walk,2021-08-06
1548,Gold Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1549,Gold Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1550,Gold Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1551,Gold Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1552,Gold Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1553,Gold Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1554,Silver Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1555,Silver Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1556,Silver Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1557,Silver Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1558,Silver Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1559,Silver Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1560,Bronze Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1561,Bronze Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1562,Bronze Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1563,Bronze Medal,ATH,Women's 4 x 100m Relay,2021-08-06
1564,Gold Medal,ATH,Women's 400m,2021-08-06
1565,Silver Medal,ATH,Women's 400m,2021-08-06
1566,Bronze Medal,ATH,Women's 400m,2021-08-06
1567,Gold Medal,ATH,Women's Javelin Throw,2021-08-06
1568,Silver Medal,ATH,Women's Javelin Throw,2021-08-06
1569,Bronze Medal,ATH,Women's Javelin Throw,2021-08-06
1570,Gold Medal,VBV,Women,2021-08-06
1571,Gold Medal,VBV,Women,2021-08-06
1572,Silver Medal,VBV,Women,2021-08-06
1573,Silver Medal,VBV,Women,2021-08-06
1574,Bronze Medal,VBV,Women,2021-08-06
1575,Bronze Medal,VBV,Women,2021-08-06
1576,Gold Medal,BOX,Men's Heavy (81-91kg),2021-08-06
1577,Silver Medal,BOX,Men's Heavy (81-91kg),2021-08-06
1578,Bronze Medal,BOX,Men's Light (57-63kg),2021-08-06
1579,Bronze Medal,BOX,Men's Light (57-63kg),2021-08-06
1580,Bronze Medal,BOX,Women's Middle (69-75kg),2021-08-06
1581,Bronze Medal,BOX,Women's Middle (69-75kg),2021-08-06
1582,Gold Medal,CTR,Men's Sprint,2021-08-06
1583,Silver Medal,CTR,Men's Sprint,2021-08-06
1584,Bronze Medal,CTR,Men's Sprint,2021-08-06
1585,Gold Medal,CTR,Women's Madison,2021-08-06
1586,Gold Medal,CTR,Women's Madison,2021-08-06
1587,Silver Medal,CTR,Women's Madison,2021-08-06
1588,Silver Medal,CTR,Women's Madison,2021-08-06
1589,Bronze Medal,CTR,Women's Madison,2021-08-06
1590,Bronze Medal,CTR,Women's Madison,2021-08-06
1591,Gold Medal,FBL,Women,2021-08-06
1592,Gold Medal,FBL,Women,2021-08-06
1593,Gold Medal,FBL,Women,2021-08-06
1594,Gold Medal,FBL,Women,2021-08-06
1595,Gold Medal,FBL,Women,2021-08-06
1596,Gold Medal,FBL,Women,2021-08-06
1597,Gold Medal,FBL,Women,2021-08-06
1598,Gold Medal,FBL,Women,2021-08-06
1599,Gold Medal,FBL,Women,2021-08-06
1600,Gold Medal,FBL,Women,2021-08-06
1601,Gold Medal,FBL,Women,2021-08-06
1602,Gold Medal,FBL,Women,2021-08-06
1603,Gold Medal,FBL,Women,2021-08-06
1604,Gold Medal,FBL,Women,2021-08-06
1605,Gold Medal,FBL,Women,2021-08-06
1606,Gold Medal,FBL,Women,2021-08-06
1607,Gold Medal,FBL,Women,2021-08-06
1608,Gold Medal,FBL,Women,2021-08-06
1609,Gold Medal,FBL,Women,2021-08-06
1610,Gold Medal,FBL,Women,2021-08-06
1611,Gold Medal,FBL,Women,2021-08-06
1612,Gold Medal,FBL,Women,2021-08-06
1613,Silver Medal,FBL,Women,2021-08-06
1614,Silver Medal,FBL,Women,2021-08-06
1615,Silver Medal,FBL,Women,2021-08-06
1616,Silver Medal,FBL,Women,2021-08-06
1617,Silver Medal,FBL,Women,2021-08-06
1618,Silver Medal,FBL,Women,2021-08-06
1619,Silver Medal,FBL,Women,2021-08-06
1620,Silver Medal,FBL,Women,2021-08-06
1621,Silver Medal,FBL,Women,2021-08-06
1622,Silver Medal,FBL,Women,2021-08-06
1623,Silver Medal,FBL,Women,2021-08-06
1624,Silver Medal,FBL,Women,2021-08-06
1625,Silver Medal,FBL,Women,2021-08-06
1626,Silver Medal,FBL,Women,2021-08-06
1627,Silver Medal,FBL,Women,2021-08-06
1628,Silver Medal,FBL,Women,2021-08-06
1629,Silver Medal,FBL,Women,2021-08-06
1630,Silver Medal,FBL,Women,2021-08-06
1631,Silver Medal,FBL,Women,2021-08-06
1632,Silver Medal,FBL,Women,2021-08-06
1633,Silver Medal,FBL,Women,2021-08-06
1634,Silver Medal,FBL,Women,2021-08-06
1635,Bronze Medal,FBL,Women,2021-08-06
1636,Bronze Medal,FBL,Women,2021-08-06
1637,Bronze Medal,FBL,Women,2021-08-06
1638,Bronze Medal,FBL,Women,2021-08-06
1639,Bronze Medal,FBL,Women,2021-08-06
1640,Bronze Medal,FBL,Women,2021-08-06
1641,Bronze Medal,FBL,Women,2021-08-06
1642,Bronze Medal,FBL,Women,2021-08-06
1643,Bronze Medal,FBL,Women,2021-08-06
1644,Bronze Medal,FBL,Women,2021-08-06
1645,Bronze Medal,FBL,Women,2021-08-06
1646,Bronze Medal,FBL,Women,2021-08-06
1647,Bronze Medal,FBL,Women,2021-08-06
1648,Bronze Medal,FBL,Women,2021-08-06
1649,Bronze Medal,FBL,Women,2021-08-06
1650,Bronze Medal,FBL,Women,2021-08-06
1651,Bronze Medal,FBL,Women,2021-08-06
1652,Bronze Medal,FBL,Women,2021-08-06
1653,Bronze Medal,FBL,Women,2021-08-06
1654,Bronze Medal,FBL,Women,2021-08-06
1655,Bronze Medal,FBL,Women,2021-08-06
1656,Bronze Medal,FBL,Women,2021-08-06
1657,Gold Medal,HOC,Women,2021-08-06
1658,Gold Medal,HOC,Women,2021-08-06
1659,Gold Medal,HOC,Women,2021-08-06
1660,Gold Medal,HOC,Women,2021-08-06
1661,Gold Medal,HOC,Women,2021-08-06
1662,Gold Medal,HOC,Women,2021-08-06
1663,Gold Medal,HOC,Women,2021-08-06
1664,Gold Medal,HOC,Women,2021-08-06
1665,Gold Medal,HOC,Women,2021-08-06
1666,Gold Medal,HOC,Women,2021-08-06
1667,Gold Medal,HOC,Women,2021-08-06
1668,Gold Medal,HOC,Women,2021-08-06
1669,Gold Medal,HOC,Women,2021-08-06
1670,Gold Medal,HOC,Women,2021-08-06
1671,Gold Medal,HOC,Women,2021-08-06
1672,Gold Medal,HOC,Women,2021-08-06
1673,Silver Medal,HOC,Women,2021-08-06
1674,Silver Medal,HOC,Women,2021-08-06
1675,Silver Medal,HOC,Women,2021-08-06
1676,Silver Medal,HOC,Women,2021-08-06
1677,Silver Medal,HOC,Women,2021-08-06
1678,Silver Medal,HOC,Women,2021-08-06
1679,Silver Medal,HOC,Women,2021-08-06
1680,Silver Medal,HOC,Women,2021-08-06
1681,Silver Medal,HOC,Women,2021-08-06
1682,Silver Medal,HOC,Women,2021-08-06
1683,Silver Medal,HOC,Women,2021-08-06
1684,Silver Medal,HOC,Women,2021-08-06
1685,Silver Medal,HOC,Women,2021-08-06
1686,Silver Medal,HOC,Women,2021-08-06
1687,Silver Medal,HOC,Women,2021-08-06
1688,Silver Medal,HOC,Women,2021-08-06
1689,Silver Medal,HOC,Women,2021-08-06
1690,Silver Medal,HOC,Women,2021-08-06
1691,Bronze Medal,HOC,Women,2021-08-06
1692,Bronze Medal,HOC,Women,2021-08-06
1693,Bronze Medal,HOC,Women,2021-08-06
1694,Bronze Medal,HOC,Women,2021-08-06
1695,Bronze Medal,HOC,Women,2021-08-06
1696,Bronze Medal,HOC,Women,2021-08-06
1697,Bronze Medal,HOC,Women,2021-08-06
1698,Bronze Medal,HOC,Women,2021-08-06
1699,Bronze Medal,HOC,Women,2021-08-06
1700,Bronze Medal,HOC,Women,2021-08-06
1701,Bronze Medal,HOC,Women,2021-08-06
1702,Bronze Medal,HOC,Women,2021-08-06
1703,Bronze Medal,HOC,Women,2021-08-06
1704,Bronze Medal,HOC,Women,2021-08-06
1705,Bronze Medal,HOC,Women,2021-08-06
1706,Bronze Medal,HOC,Women,2021-08-06
1707,Gold Medal,KTE,Men's Kata,2021-08-06
1708,Silver Medal,KTE,Men's Kata,2021-08-06
1709,Bronze Medal,KTE,Men's Kata,2021-08-06
1710,Bronze Medal,KTE,Men's Kata,2021-08-06
1711,Gold Medal,KTE,Men's Kumite -75kg,2021-08-06
1712,Silver Medal,KTE,Men's Kumite -75kg,2021-08-06
1713,Bronze Medal,KTE,Men's Kumite -75kg,2021-08-06
1714,Bronze Medal,KTE,Men's Kumite -75kg,2021-08-06
1715,Gold Medal,KTE,Women's Kumite -61kg,2021-08-06
1716,Silver Medal,KTE,Women's Kumite -61kg,2021-08-06
1717,Bronze Medal,KTE,Women's Kumite -61kg,2021-08-06
1718,Bronze Medal,KTE,Women's Kumite -61kg,2021-08-06
1719,Gold Medal,MPN,Women's Individual,2021-08-06
1720,Silver Medal,MPN,Women's Individual,2021-08-06
1721,Bronze Medal,MPN,Women's Individual,2021-08-06
1722,Gold Medal,CLB,Women's Combined,2021-08-06
1723,Silver Medal,CLB,Women's Combined,2021-08-06
1724,Bronze Medal,CLB,Women's Combined,2021-08-06
1725,Gold Medal,TTE,Men's Team,2021-08-06
1726,Gold Medal,TTE,Men's Team,2021-08-06
1727,Gold Medal,TTE,Men's Team,2021-08-06
1728,Silver Medal,TTE,Men's Team,2021-08-06
1729,Silver Medal,TTE,Men's Team,2021-08-06
1730,Silver Medal,TTE,Men's Team,2021-08-06
1731,Bronze Medal,TTE,Men's Team,2021-08-06
1732,Bronze Medal,TTE,Men's Team,2021-08-06
1733,Bronze Medal,TTE,Men's Team,2021-08-06
1734,Gold Medal,WRE,Men's Freestyle 125kg,2021-08-06
1735,Silver Medal,WRE,Men's Freestyle 125kg,2021-08-06
1736,Bronze Medal,WRE,Men's Freestyle 125kg,2021-08-06
1737,Bronze Medal,WRE,Men's Freestyle 125kg,2021-08-06
1738,Gold Medal,WRE,Men's Freestyle 74kg,2021-08-06
1739,Silver Medal,WRE,Men's Freestyle 74kg,2021-08-06
1740,Bronze Medal,WRE,Men's Freestyle 74kg,2021-08-06
1741,Bronze Medal,WRE,Men's Freestyle 74kg,2021-08-06
1742,Gold Medal,WRE,Women's Freestyle 53kg,2021-08-06
1743,Silver Medal,WRE,Women's Freestyle 53kg,2021-08-06
1744,Bronze Medal,WRE,Women's Freestyle 53kg,2021-08-06
1745,Bronze Medal,WRE,Women's Freestyle 53kg,2021-08-06
1746,Gold Medal,SWA,Team,2021-08-07
1747,Gold Medal,SWA,Team,2021-08-07
1748,Gold Medal,SWA,Team,2021-08-07
1749,Gold Medal,SWA,Team,2021-08-07
1750,Gold Medal,SWA,Team,2021-08-07
1751,Gold Medal,SWA,Team,2021-08-07
1752,Gold Medal,SWA,Team,2021-08-07
1753,Gold Medal,SWA,Team,2021-08-07
1754,Silver Medal,SWA,Team,2021-08-07
1755,Silver Medal,SWA,Team,2021-08-07
1756,Silver Medal,SWA,Team,2021-08-07
1757,Silver Medal,SWA,Team,2021-08-07
1758,Silver Medal,SWA,Team,2021-08-07
1759,Silver Medal,SWA,Team,2021-08-07
1760,Silver Medal,SWA,Team,2021-08-07
1761,Silver Medal,SWA,Team,2021-08-07
1762,Bronze Medal,SWA,Team,2021-08-07
1763,Bronze Medal,SWA,Team,2021-08-07
1764,Bronze Medal,SWA,Team,2021-08-07
1765,Bronze Medal,SWA,Team,2021-08-07
1766,Bronze Medal,SWA,Team,2021-08-07
1767,Bronze Medal,SWA,Team,2021-08-07
1768,Bronze Medal,SWA,Team,2021-08-07
1769,Bronze Medal,SWA,Team,2021-08-07
1770,Gold Medal,ATH,Men's 1500m,2021-08-07
1771,Silver Medal,ATH,Men's 1500m,2021-08-07
1772,Bronze Medal,ATH,Men's 1500m,2021-08-07
1773,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1774,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1775,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1776,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1777,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1778,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1779,Gold Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1780,Silver Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1781,Silver Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1782,Silver Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1783,Silver Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1784,Silver Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1785,Bronze Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1786,Bronze Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1787,Bronze Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1788,Bronze Medal,ATH,Men's 4 x 400m Relay,2021-08-07
1789,Gold Medal,ATH,Men's Javelin Throw,2021-08-07
1790,Silver Medal,ATH,Men's Javelin Throw,2021-08-07
1791,Bronze Medal,ATH,Men's Javelin Throw,2021-08-07
1792,Gold Medal,ATH,"Women's 10,000m",2021-08-07
1793,Silver Medal,ATH,"Women's 10,000m",2021-08-07
1794,Bronze Medal,ATH,"Women's 10,000m",2021-08-07
1795,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1796,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1797,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1798,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1799,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1800,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1801,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1802,Gold Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1803,Silver Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1804,Silver Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1805,Silver Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1806,Silver Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1807,Silver Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1808,Bronze Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1809,Bronze Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1810,Bronze Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1811,Bronze Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1812,Bronze Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1813,Bronze Medal,ATH,Women's 4 x 400m Relay,2021-08-07
1814,Gold Medal,ATH,Women's High Jump,2021-08-07
1815,Silver Medal,ATH,Women's High Jump,2021-08-07
1816,Bronze Medal,ATH,Women's High Jump,2021-08-07
1817,Gold Medal,ATH,Women's Marathon,2021-08-07
1818,Silver Medal,ATH,Women's Marathon,2021-08-07
1819,Bronze Medal,ATH,Women's Marathon,2021-08-07
